fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
IB026	IB026		glutamate	0.75	glutamate	0.72			FBbt:20001203	adult inferior bridge neuron 026			
IB031	IB031		glutamate	0.75	glutamate	0.395			FBbt:20001208	adult inferior bridge neuron 031			
IB032	IB032		glutamate	0.75	glutamate	0.5575			FBbt:20001209	adult inferior bridge neuron 032			
"IB033,IB039"	IB033|IB039		glutamate	0.75	glutamate	0.72			FBbt:20001210	adult inferior bridge neuron 033			
IB038	IB038		glutamate	0.75	glutamate	0.72			FBbt:20001215	adult inferior bridge neuron 038			
IB044	IB044		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001221	adult inferior bridge neuron 044			
IB045	IB045		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001222	adult inferior bridge neuron 045			
IB047	IB047		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001224	adult inferior bridge neuron 047			
IB048	IB048		unknown	0	glutamate	0.395			FBbt:20001225	adult inferior bridge neuron 048			
IB049	IB049		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001226	adult inferior bridge neuron 049			
IB050	IB050		glutamate	0.75	glutamate	0.72			FBbt:20001227	adult inferior bridge neuron 050			
IB051	IB051		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001228	adult inferior bridge neuron 051			
IB058	IB058		glutamate	0.75	glutamate	0.72			FBbt:20001235	adult inferior bridge neuron 058			
IB059a	IB059	IB059	glutamate	0.75	glutamate	0.72			FBbt:20001236	adult inferior bridge neuron 059			
IB059b	IB059	IB059	glutamate	0.75	glutamate	0.72			FBbt:20001236	adult inferior bridge neuron 059			
IB060	IB060		gaba	0.6	gaba	0.8			FBbt:20001237	adult inferior bridge neuron 060			
IB061	IB061		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001238	adult inferior bridge neuron 061			
IB062	IB062		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001239	adult inferior bridge neuron 062			
IB064	IB064		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001241	adult inferior bridge neuron 064			
IB065	IB065		glutamate	0.75	glutamate	0.72			FBbt:20001242	adult inferior bridge neuron 065			
IB066	IB066		acetylcholine	0.78	acetylcholine	0.94			FBbt:20001243	adult inferior bridge neuron 066			
IB068	IB068		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001245	adult inferior bridge neuron 068			
IB069	IB069		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001246	adult inferior bridge neuron 069			
IB076	IB076		acetylcholine	0.98	acetylcholine	0.55			FBbt:20001253	adult inferior bridge neuron 076			
IB084	IB084		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001261	adult inferior bridge neuron 084			
IB092	IB092		glutamate	0.75	glutamate	0.72			FBbt:20001269	adult inferior bridge neuron 092			
IB093	IB093		glutamate	0.75	glutamate	0.72			FBbt:20001270	adult inferior bridge neuron 093			
IB094	IB094		glutamate	0.75	glutamate	0.72			FBbt:20001271	adult inferior bridge neuron 094			
IB095	IB095		glutamate	0.75	glutamate	0.385			FBbt:20001272	adult inferior bridge neuron 095			
IB097	IB097		glutamate	0.75	glutamate	0.72			FBbt:20001274	adult inferior bridge neuron 097			
IB110	IB110		glutamate	0.75	glutamate	0.72			FBbt:20001287	adult inferior bridge neuron 110			
IB114	IB114		gaba	0.96	gaba	0.8			FBbt:20001291	adult inferior bridge neuron 114			
IB115	IB115		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001292	adult inferior bridge neuron 115			
IB116	IB116		gaba	0.96	gaba	0.8			FBbt:20001293	adult inferior bridge neuron 116			
IB117	IB117		glutamate	0.75	glutamate	0.72			FBbt:20001294	adult inferior bridge neuron 117			
IB118	IB118		serotonin	0.88	serotonin	0.45			FBbt:20001295	adult inferior bridge neuron 118			
IbSpsP	IbSpsP		acetylcholine	0.98	glutamate	0.5271			FBbt:00111383	adult inferior bridge-superior posterior slope-protocerebral bridge neuron			
l2LN19	l2LN19		gaba	0.96	gaba	0.8			FBbt:20003735	adult antennal lobe local neuron l2LN19			
l2LN20	l2LN20		gaba	0.96	gaba	0.8			FBbt:20003736	adult antennal lobe local neuron l2LN20			
l2LN21	l2LN21		gaba	0.96	gaba	0.8			FBbt:20003737	adult antennal lobe local neuron l2LN21			
l2LN22	l2LN22		gaba	0.6	serotonin	0.235			FBbt:20003738	adult antennal lobe local neuron l2LN22			
l2LN23	l2LN23		acetylcholine	0.755	gaba	0.8			FBbt:20003739	adult antennal lobe local neuron l2LN23			
LAL001	LAL001		glutamate	0.75	glutamate	0.72			FBbt:20001297	adult lateral accessory lobe neuron 001			
LAL002	LAL002		glutamate	0.75	glutamate	0.72			FBbt:20001298	adult lateral accessory lobe neuron 002			
"LAL003,LAL044"	LAL003|LAL044		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001299	adult lateral accessory lobe neuron 003			
LAL004	LAL004		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001300	adult lateral accessory lobe neuron 004			
LAL006	LAL006		acetylcholine	0.98	acetylcholine	0.6833			FBbt:20001302	adult lateral accessory lobe neuron 006			
LAL007	LAL007		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001303	adult lateral accessory lobe neuron 007			
LAL008	LAL008		glutamate	0.75	glutamate	0.72			FBbt:20001304	adult lateral accessory lobe neuron 008			
LAL009	LAL009		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001305	adult lateral accessory lobe neuron 009			
LAL010	LAL010		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001306	adult lateral accessory lobe neuron 010			
LAL011	LAL011		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001307	adult lateral accessory lobe neuron 011			
LAL012	LAL012		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001308	adult lateral accessory lobe neuron 012			
LAL013	LAL013		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001309	adult lateral accessory lobe neuron 013			
LAL014	LAL014		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001310	adult lateral accessory lobe neuron 014			
LAL015	LAL015		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001311	adult lateral accessory lobe neuron 015			
LAL016	LAL016		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001312	adult lateral accessory lobe neuron 016			
LAL017	LAL017		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001313	adult lateral accessory lobe neuron 017			
LAL018	LAL018		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001314	adult lateral accessory lobe neuron 018			
LAL019	LAL019		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001315	adult lateral accessory lobe neuron 019			
LAL020	LAL020		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001316	adult lateral accessory lobe neuron 020			
LAL021	LAL021		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001317	adult lateral accessory lobe neuron 021			
LAL022	LAL022		acetylcholine	0.98	acetylcholine	0.8117			FBbt:20001318	adult lateral accessory lobe neuron 022			
LAL023	LAL023		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001319	adult lateral accessory lobe neuron 023			
LAL024	LAL024		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001320	adult lateral accessory lobe neuron 024			
LAL026	LAL026		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001322	adult lateral accessory lobe neuron 026			
LAL027	LAL027		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001323	adult lateral accessory lobe neuron 027			
"LAL028, LAL029"	LAL028| LAL029		acetylcholine	0.955	acetylcholine	0.94			FBbt:20001324	adult lateral accessory lobe neuron 028			
LAL030a		LAL030_a	acetylcholine	0.98					FBbt:20001326	adult lateral accessory lobe neuron 030			
LAL030b		LAL030_a	acetylcholine	0.98					FBbt:20001326	adult lateral accessory lobe neuron 030			
LAL030c		LAL030_a	acetylcholine	0.98					FBbt:20001326	adult lateral accessory lobe neuron 030			
LAL030d		LAL030_b	acetylcholine	0.98					FBbt:20001326	adult lateral accessory lobe neuron 030			
LAL031	LAL031		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001327	adult lateral accessory lobe neuron 031			
LAL034	LAL034		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001330	adult lateral accessory lobe neuron 034			
LAL035	LAL035		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001331	adult lateral accessory lobe neuron 035			
LAL037	LAL037		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001333	adult lateral accessory lobe neuron 037			
LAL038	LAL038		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001334	adult lateral accessory lobe neuron 038			
LAL040	LAL040		gaba	0.96	gaba	0.8			FBbt:20001336	adult lateral accessory lobe neuron 040			
LAL042	LAL042		glutamate	0.75	glutamate	0.72			FBbt:20001338	adult lateral accessory lobe neuron 042			
LAL043a	LAL043	LAL043	gaba	0.96	gaba	0.8			FBbt:20001339	adult lateral accessory lobe neuron 043			
LAL043b	LAL043	LAL043	gaba	0.96	gaba	0.8			FBbt:20001339	adult lateral accessory lobe neuron 043			
LAL043c	LAL043	LAL043	gaba	0.96	gaba	0.8			FBbt:20001339	adult lateral accessory lobe neuron 043			
LAL045	LAL045		gaba	0.96	gaba	0.8			FBbt:20001341	adult lateral accessory lobe neuron 045			
LAL046	LAL046		gaba	0.96	gaba	0.8			FBbt:20001342	adult lateral accessory lobe neuron 046			
LAL047	LAL047		gaba	0.96	gaba	0.8			FBbt:20001343	adult lateral accessory lobe neuron 047			
LAL049	LAL049		gaba	0.96	gaba	0.8			FBbt:20001345	adult lateral accessory lobe neuron 049			
LAL051	LAL051		glutamate	0.75	glutamate	0.72			FBbt:20001347	adult lateral accessory lobe neuron 051			
LAL052	LAL052		glutamate	0.75	glutamate	0.72			FBbt:20001348	adult lateral accessory lobe neuron 052			
LAL053	LAL053		glutamate	0.75	glutamate	0.72			FBbt:20001349	adult lateral accessory lobe neuron 053			
LAL054	LAL054		glutamate	0.75	glutamate	0.72			FBbt:20001350	adult lateral accessory lobe neuron 054			
LAL055	LAL055		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001351	adult lateral accessory lobe neuron 055			
LAL056	LAL056		gaba	0.96	gaba	0.8			FBbt:20001352	adult lateral accessory lobe neuron 056			
LAL059	LAL059		gaba	0.96	gaba	0.8			FBbt:20001355	adult lateral accessory lobe neuron 059			
LAL064	LAL064		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001360	adult lateral accessory lobe neuron 064			
LAL072	LAL072		glutamate	0.375	glutamate	0.72			FBbt:20001368	adult lateral accessory lobe neuron 072			
LAL073	LAL073		glutamate	0.75	glutamate	0.72			FBbt:20001369	adult lateral accessory lobe neuron 073			
"LAL074,LAL084"	LAL074|LAL084		glutamate	0.75	glutamate	0.385			FBbt:20001370	adult lateral accessory lobe neuron 074			
LAL075	LAL075		glutamate	0.75	glutamate	0.72			FBbt:20001371	adult lateral accessory lobe neuron 075			
LAL076	LAL076		glutamate	0.75	glutamate	0.72			FBbt:20001372	adult lateral accessory lobe neuron 076			
LAL081	LAL081		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001377	adult lateral accessory lobe neuron 081			
LAL082	LAL082		serotonin	0.455	serotonin	0.45			FBbt:20001378	adult lateral accessory lobe neuron 082			
LAL085	LAL085		glutamate	0.565	gaba	0.8			FBbt:20001381	adult lateral accessory lobe neuron 085			
LAL086	LAL086		glutamate	0.75	gaba	0.5617			FBbt:20001382	adult lateral accessory lobe neuron 086			
LAL087	LAL087		glutamate	0.75	glutamate	0.6387			FBbt:20001383	adult lateral accessory lobe neuron 087			
LAL088	LAL088		glutamate	0.75	gaba	0.445			FBbt:20001384	adult lateral accessory lobe neuron 088			
LAL089	LAL089		glutamate	0.75	gaba	0.44			FBbt:20001385	adult lateral accessory lobe neuron 089			
LAL090	LAL090		glutamate	0.5625	glutamate	0.6675			FBbt:20001386	adult lateral accessory lobe neuron 090			
LAL093	LAL093		glutamate	0.676	glutamate	0.72			FBbt:20001389	adult lateral accessory lobe neuron 093			
LAL094	LAL094		glutamate	0.75	gaba	0.372			FBbt:20001390	adult lateral accessory lobe neuron 094			
"LAL096,LAL097"	LAL096|LAL097		glutamate	0.6	glutamate	0.51			FBbt:20001392	adult lateral accessory lobe neuron 096			
LAL098	LAL098		gaba	0.96	gaba	0.8			FBbt:20001394	adult lateral accessory lobe neuron 098			
LAL099	LAL099		gaba	0.96	gaba	0.8			FBbt:20001395	adult lateral accessory lobe neuron 099			
LAL100	LAL100		gaba	0.96	gaba	0.8			FBbt:20001396	adult lateral accessory lobe neuron 100			
LAL101	LAL101		gaba	0.96	gaba	0.8			FBbt:20001397	adult lateral accessory lobe neuron 101			
LAL102	LAL102		gaba	0.96	gaba	0.8			FBbt:20001398	adult lateral accessory lobe neuron 102			
"LAL103,LAL109"	LAL103|LAL109		gaba	0.96	gaba	0.8			FBbt:20001399	adult lateral accessory lobe neuron 103			
"LAL104,LAL105"	LAL104|LAL105		gaba	0.96	gaba	0.8			FBbt:20001400	adult lateral accessory lobe neuron 104			
LAL110	LAL110		acetylcholine	0.98	acetylcholine	0.74			FBbt:20001406	adult lateral accessory lobe neuron 110			
"LAL111,PS060"	LAL111|PS060		gaba	0.96	gaba	0.8			FBbt:20001407	adult lateral accessory lobe neuron 111			
LAL112	LAL112		gaba	0.96	gaba	0.8			FBbt:20001408	adult lateral accessory lobe neuron 112			
LAL113	LAL113		gaba	0.96	gaba	0.8			FBbt:20001409	adult lateral accessory lobe neuron 113			
LAL114	LAL114		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001410	adult lateral accessory lobe neuron 114			
LAL115	LAL115		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001411	adult lateral accessory lobe neuron 115			
LAL116	LAL116		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001412	adult lateral accessory lobe neuron 116			
LAL117a	LAL117	LAL117	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001413	adult lateral accessory lobe neuron 117			
LAL117b	LAL117	LAL117	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001413	adult lateral accessory lobe neuron 117			
LAL119	LAL119		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001415	adult lateral accessory lobe neuron 119			
LAL120a	LAL120	LAL120	glutamate	0.375	gaba	0.4425			FBbt:20001416	adult lateral accessory lobe neuron 120			
LAL120b	LAL120	LAL120	glutamate	0.75	gaba	0.4425			FBbt:20001416	adult lateral accessory lobe neuron 120			
LAL121	LAL121		glutamate	0.75	gaba	0.44			FBbt:20001417	adult lateral accessory lobe neuron 121			
LAL122	LAL122		glutamate	0.375	gaba	0.8			FBbt:20001418	adult lateral accessory lobe neuron 122			
LAL123	LAL123		glutamate	0.75	glutamate	0.415			FBbt:20001419	adult lateral accessory lobe neuron 123			
LAL124	LAL124		glutamate	0.75	serotonin	0.225			FBbt:20001420	adult lateral accessory lobe neuron 124			
"LAL125,LAL108"	LAL125|LAL108		glutamate	0.75	acetylcholine	0.94			FBbt:20001421	adult lateral accessory lobe neuron 125			
"LAL125,LAL108"	LAL125|LAL108		glutamate	0.75	unknown	0			FBbt:20001421	adult lateral accessory lobe neuron 125			
LAL126	LAL126		glutamate	0.75	acetylcholine	0.94			FBbt:20001422	adult lateral accessory lobe neuron 126			
LAL127	LAL127		gaba	0.96	gaba	0.8			FBbt:20001423	adult lateral accessory lobe neuron 127			
LAL128	LAL128		dopamine	0.83	serotonin	0.45			FBbt:20001424	adult lateral accessory lobe neuron 128			
LAL129	LAL129		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001425	adult lateral accessory lobe neuron 129			
LAL130	LAL130		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001426	adult lateral accessory lobe neuron 130			
LAL131a	LAL131	LAL131	glutamate	0.375	glutamate	0.72			FBbt:20001427	adult lateral accessory lobe neuron 131			
LAL131b	LAL131	LAL131	glutamate	0.375	glutamate	0.72			FBbt:20001427	adult lateral accessory lobe neuron 131			
LAL132a	LAL132	LAL132	acetylcholine	0.83	glutamate	0.72			FBbt:20001428	adult lateral accessory lobe neuron 132			
LAL132b	LAL132	LAL132	unknown	0	glutamate	0.72			FBbt:20001428	adult lateral accessory lobe neuron 132			
LAL133a	LAL133	LAL133	glutamate	0.75	glutamate	0.464			FBbt:20001429	adult lateral accessory lobe neuron 133			
LAL133b	LAL133	LAL133	glutamate	0.5	glutamate	0.464			FBbt:20001429	adult lateral accessory lobe neuron 133			
LAL135	LAL135		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001431	adult lateral accessory lobe neuron 135			
LAL137	LAL137		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001433	adult lateral accessory lobe neuron 137			
LAL139	LAL139		gaba	0.96	gaba	0.8			FBbt:20001435	adult lateral accessory lobe neuron 139			
LAL140	LAL140		gaba	0.96	gaba	0.8			FBbt:20001436	adult lateral accessory lobe neuron 140			
LAL141	LAL141		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001437	adult lateral accessory lobe neuron 141			
LAL142	LAL142		gaba	0.96	gaba	0.8			FBbt:20001438	adult lateral accessory lobe neuron 142			
LAL143	LAL143		gaba	0.96	gaba	0.8			FBbt:20001439	adult lateral accessory lobe neuron 143			
LAL144a	LAL144	LAL144	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001440	adult lateral accessory lobe neuron 144			
LAL144b	LAL144	LAL144	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001440	adult lateral accessory lobe neuron 144			
LAL145	LAL145		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001441	adult lateral accessory lobe neuron 145			
LAL146	LAL146		glutamate	0.75	glutamate	0.72			FBbt:20001442	adult lateral accessory lobe neuron 146			
LAL147a	LAL147	LAL147	glutamate	0.75	glutamate	0.72			FBbt:20001443	adult lateral accessory lobe neuron 147			
LAL147b	LAL147	LAL147	glutamate	0.75	glutamate	0.72			FBbt:20001443	adult lateral accessory lobe neuron 147			
LAL147c	LAL147	LAL147	glutamate	0.75	glutamate	0.72			FBbt:20001443	adult lateral accessory lobe neuron 147			
LAL148	LAL148		glutamate	0.75	glutamate	0.72			FBbt:20001444	adult lateral accessory lobe neuron 148			
LAL149	LAL149		glutamate	0.75	glutamate	0.72			FBbt:20001445	adult lateral accessory lobe neuron 149			
LAL150a	LAL150	LAL150	glutamate	0.625	glutamate	0.72			FBbt:20001446	adult lateral accessory lobe neuron 150			
LAL150b	LAL150	LAL150	glutamate	0.75	glutamate	0.72			FBbt:20001446	adult lateral accessory lobe neuron 150			
LAL151	LAL151		glutamate	0.75	glutamate	0.72			FBbt:20001447	adult lateral accessory lobe neuron 151			
LAL152	LAL152		acetylcholine	0.98	unknown	0			FBbt:20001448	adult lateral accessory lobe neuron 152			
LAL153	LAL153		acetylcholine	0.98	unknown	0			FBbt:20001449	adult lateral accessory lobe neuron 153			
LAL154	LAL154		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001450	adult lateral accessory lobe neuron 154			
LAL155	LAL155		acetylcholine	0.98	unknown	0			FBbt:20001451	adult lateral accessory lobe neuron 155			
LAL156a	LAL156	LAL156	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001452	adult lateral accessory lobe neuron 156			
LAL156b	LAL156	LAL156	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001452	adult lateral accessory lobe neuron 156			
LAL157	LAL157		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001453	adult lateral accessory lobe neuron 157			
LAL158	LAL158		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001454	adult lateral accessory lobe neuron 158			
LAL159	LAL159		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001455	adult lateral accessory lobe neuron 159			
"LAL160,LAL161"	LAL160|LAL161		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001456	adult lateral accessory lobe neuron 160			
